normalized_form	reading	japanese_text	english_text
語調	ゴチョウ	トムは激怒していたが語調を抑えた。子供がその場にいたからだ。	Tom was furious, but he tempered his language because there were children present.
キウイ	キウイ	トムはキウイを食わず嫌いしている。	Even though Tom has never even tried eating one, he says he doesn't like kiwifruit.
投稿	トウコウ	この間投稿した記事がやっと雑誌に載ったんだよ。頑張って出し続けた甲斐があったよ。	Sending manuscript after manuscript paid off. A magazine finally published my work.
ガソリン代	ガソリンダイ	ここ最近、原油価格が高騰していて、ガソリン代が鰻登りです。	Recently, the price of crude oil has shot up, and the cost of gasoline is going up.
関わり合い	カカワリアイ	登場人物の躍動的な関わり合いこそがこの小説をかくも偉大なものとしている。	It's the dynamic interaction between the characters that makes this novel so great.
躍動	ヤクドウ	登場人物の躍動的な関わり合いこそがこの小説をかくも偉大なものとしている。	It's the dynamic interaction between the characters that makes this novel so great.
そびれる	ソビレ	彼女はビートルズを聞くのに夢中で、彼とのデートに行きそびれた。	She got so carried away listening to the Beatles that she missed the date with him.
毎食	マイショク	毎食グレープフルーツを食べれば体重が減ると思っている人もいる。	Some people think that eating grapefruit with every meal will help you lose weight.
踏み入れる	フミイレヨウ	伝説によれば、その森には幽霊が出たので、誰も足を踏み入れようとしなかったそうだ。	According to legend, those woods used to be haunted, so people would avoid entering.
救急隊	キュウキュウタイ	救急隊が地震の被災者に物資を配る予定です。	The rescue workers are going to hand out supplies to the victims of the earthquake.
間接	カンセツ	ある研究の報告によれば、間接喫煙の結果、53,000人のアメリカ人が毎年死亡しているそうだ。	A study reports that 53,000 Americans die each year as a result of secondhand smoke.
53000	ゴサンレイレイレイ	ある研究の報告によれば、間接喫煙の結果、53,000人のアメリカ人が毎年死亡しているそうだ。	A study reports that 53,000 Americans die each year as a result of secondhand smoke.
クラッカー	クラッカー	家にあるものは食べつくしたかと思ったけど、クラッカーがもう一箱あったよ。	I thought we had eaten everything in the house, but I found another box of crackers.
削り	ケズリ	ペンしか使わないんだけど、なんとなくリュックの中にはまだ鉛筆削りをいれてます。	I only use pens, but I still have a pencil sharpener in my backpack for some reason.
edm	edm	今、高校生でEDM音楽と語学にハマってます。	I'm a high school student who's really into electronic music and learning languages.
1959	イチキュウゴキュウ	1959年9月26日に、日本観測史上最大の台風が名古屋を襲った。	On September 26, 1959, the strongest typhoon in Japan's recorded history hit Nagoya.
浸透	シントウ	日本からの輸入製品がアメリカの消費者市場に浸透するには長い時間がかかった。	It took a long time for Japanese imports to penetrate the American consumer markets.
国内	コクナイ	ただ今到着のバスは、国内線第1ターミナル経由、国際線ターミナル行きです。	The bus now arriving is going to the International Terminal via Domestic Terminal 1.
当て逃げ	アテニゲ	昨日、スーパーの駐車場で当て逃げされちゃったんだ。	My car was damaged in a hit-and-run accident in a supermarket parking lot yesterday.
侵害	シンガイ	ホームページをつくるのもいいけど、著作権の侵害になるようなことはしてはいません。	It's fine to set up a web page, just be sure you don't infringe anybody's copyright.
競争力	キョウソウリョク	ＳＥが辞め続けると会社の競争力が落ちる。	The company's competitive edge will be eroded if system engineers continue to leave.
厳粛	ゲンシュク	お坊さんが突然大声で笑い出し、厳粛な雰囲気を台無しにした。	All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere.
ガッツ	ガッツ	あいつがガッツポーズするなんて、よっぽど嬉しかったんだろうな。	It must have been something really big for him to strike a triumphant pose like that.
資産	シサン	例外もあるが、その会社はたいていは資産をとてもうまく利用している。	The company, although with some exceptions, usually utilizes its resources very well.
